Title,Release_Date,Color_BW,Genre,Language,Country,Rating,Lead_Actor,Director_Name,Lead_Actor_FB_Likes,Cast_FB_Likes,Director_FB_Likes,Movie_FB Likes,IMDb_Score,Total_Reviews,Duration_mins,Gross_Revenue_in_thousands ,Budget_in_thousands
Soul Plane,6/15/2004,Color,Comedy,English,USA,R,Mo'Nique,Jessy Terrero,939,3935,29,0,4.4,75,92,13922.211,16000
Spanglish,12/28/2004,Color,Comedy,English,USA,PG-13,Adam Sandler,James L. Brooks,11000,12522,274,0,6.5,124,131,42044.321,80000
Spider-Man 2,6/23/2004,Color,Action,English,USA,PG-13,J.K. Simmons,Sam Raimi,24000,43388,0,0,7.3,300,135,373377.893,200000
Starsky & Hutch,1/25/2004,Color,Comedy,English,USA,PG-13,Snoop Dogg,Todd Phillips,881,3943,480,0,6.1,173,101,88200.225,60000
Steamboy,5/5/2004,Color,Action,Japanese,Japan,PG-13,William Hootkins,Katsuhiro Ôtomo,488,991,78,973,6.9,105,103,410.388,2127519.898
Summer Storm,7/18/2004,Color,Comedy,German,Germany,R,Alicja Bachleda,Marco Kreuzpaintner,289,362,7,442,7.4,40,98,95.016,2700
Super Size Me,7/15/2004,Color,Comedy,English,USA,PG,Chemeeka Walker,Morgan Spurlock,0,0,293,0,7.3,193,100,11529.368,65
Superbabies: Baby Geniuses 2,1/11/2004,Color,Comedy,English,Germany,PG,Scott Baio,Bob Clark,650,1343,84,0,1.9,32,88,9109.322,20000
Suspect Zero,3/17/2004,Color,Crime,English,USA,R,Harry Lennix,E. Elias Merhige,748,1721,54,817,5.9,101,99,8712.564,27000
Tae Guk Gi: The Brotherhood of War,2/18/2004,Color,Action,Korean,South Korea,R,Min-sik Choi,Je-kyu Kang,717,1730,16,0,8.1,86,148,1110.186,12800
Teacher's Pet,4/24/2004,Color,Animation,English,USA,PG,Nathan Lane,Timothy Björklund,886,5139,0,49,5.8,33,74,6491.35,10000
Team America: World Police,2/16/2004,Color,Action,English,USA,R,Jeremy Shada,Trey Parker,860,2609,406,0,7.2,233,98,32774.834,30000
The Alamo,12/17/2004,Color,Drama,English,USA,PG-13,Dennis Quaid,John Lee Hancock,2000,5780,102,701,6,106,137,22406.362,107000
The Aviator,8/30/2004,Black and White,Biography,English,USA,PG-13,Leonardo DiCaprio,Martin Scorsese,29000,34582,17000,0,7.5,267,170,102608.827,110000
The Big Bounce,9/4/2004,Color,Comedy,English,USA,PG-13,Morgan Freeman,George Armitage,11000,11972,5,288,4.9,75,88,6471.394,50000
The Bourne Supremacy,4/3/2004,Color,Action,English,USA,PG-13,Matt Damon,Paul Greengrass,13000,14161,521,0,7.8,239,108,176049.13,75000
The Bridge of San Luis Rey,9/11/2004,Color,Drama,English,UK,PG,Robert De Niro,Mary McGuckian,22000,23769,6,181,5.1,16,120,42.88,24000
The Butterfly Effect,12/26/2004,Color,Sci-Fi,English,USA,R,Logan Lerman,Eric Bress,8000,12755,19,15000,7.7,185,120,23.947,13000
The Chorus,4/8/2004,Color,Drama,French,France,PG-13,Jean-Baptiste Maunier,Christophe Barratier,517,745,25,0,7.9,112,97,3629.758,5500
The Chronicles of Riddick,6/25/2004,Color,Action,English,USA,PG-13,Vin Diesel,David Twohy,14000,17159,123,0,6.7,207,134,57637.485,105000
The Day After Tomorrow,1/25/2004,Color,Action,English,USA,PG-13,Jake Gyllenhaal,Roland Emmerich,15000,20553,776,19000,6.4,239,124,186739.919,125000
The Girl Next Door,10/28/2004,Color,Comedy,English,USA,R,Chris Marquette,Luke Greenfield,355,911,42,0,6.8,126,110,14589.444,25000
The Grudge,6/21/2004,Color,Horror,English,USA,PG-13,Sarah Michelle Gellar,Takashi Shimizu,4000,7461,70,4000,5.9,203,98,110175.871,10000
The Holy Girl,12/10/2004,Color,Drama,Spanish,Argentina,R,Mía Maestro,Lucrecia Martel,341,358,33,57,6.7,78,106,304.124,1400
The Incredibles,7/19/2004,Color,Action,English,USA,PG,Holly Hunter,Brad Bird,1000,1901,663,0,8,283,115,261437.578,92000
The Ladykillers,4/7/2004,Color,Comedy,English,USA,R,J.K. Simmons,Ethan Coen,24000,41701,1000,0,6.2,193,104,39692.139,35000
The Life Aquatic with Steve Zissou,11/12/2004,Color,Adventure,English,USA,R,Bill Murray,Wes Anderson,13000,15757,0,0,7.3,259,119,24006.726,50000
The Machinist,4/1/2004,Color,Drama,English,Spain,R,Christian Bale,Brad Anderson,23000,24994,122,21000,7.7,204,94,1082.044,5000
The Manchurian Candidate,4/22/2004,Color,Drama,English,USA,R,Denzel Washington,Jonathan Demme,18000,20056,438,0,6.6,209,129,65948.711,80000
The Merchant of Venice,3/13/2004,Color,Drama,English,USA,R,Al Pacino,Michael Radford,14000,16252,53,0,7.1,117,131,3752.725,18000
The Notebook,9/9/2004,Color,Drama,English,USA,PG-13,Ryan Gosling,Nick Cassavetes,33000,34495,415,57000,7.9,177,123,64.286,29000
The Passion of the Christ,12/17/2004,Color,Drama,Aramaic,USA,R,Christo Jivkov,Mel Gibson,260,705,0,13000,7.1,406,120,499.263,30000
The Phantom of the Opera,12/15/2004,Black and White,Drama,English,UK,PG-13,Gerard Butler,Joel Schumacher,18000,20660,541,0,7.4,153,143,51225.796,70000
The Polar Express,3/20/2004,Color,Adventure,English,USA,G,Tom Hanks,Robert Zemeckis,15000,16264,0,10000,6.6,188,100,665.426,165000
The Princess Diaries 2: Royal Engagement,8/17/2004,Color,Comedy,English,USA,G,Anne Hathaway,Garry Marshall,11000,15362,0,1000,5.7,77,113,95149.435,40000
The Punisher,9/24/2004,Color,Action,English,USA,R,Laura Harring,Jonathan Hensleigh,669,2114,36,4000,6.5,192,140,33682.273,33000
The Sea Inside,12/27/2004,Color,Biography,Spanish,Spain,PG-13,Belén Rueda,Alejandro Amenábar,273,529,448,0,8.1,157,125,2086.345,10000
The SpongeBob SquarePants Movie,7/28/2004,Color,Adventure,English,USA,PG,Scarlett Johansson,Stephen Hillenburg,19000,20097,47,0,7,89,87,85416.609,30000
The Stepford Wives,3/8/2004,Color,Comedy,English,USA,PG-13,Jon Lovitz,Frank Oz,11000,13748,0,0,5.2,169,93,59475.623,90000
The Terminal,5/2/2004,Color,Comedy,English,USA,PG-13,Tom Hanks,Steven Spielberg,15000,16199,14000,16000,7.3,151,128,77032.279,60000
The Village,11/24/2004,Color,Drama,English,USA,PG-13,Bryce Dallas Howard,M. Night Shyamalan,3000,7273,0,0,6.5,261,108,114195.633,60000
The Whole Ten Yards,8/5/2004,Color,Comedy,English,USA,PG-13,Bruce Willis,Howard Deutch,13000,18085,41,462,5.5,74,98,16323.969,40000
The Work and the Glory,5/27/2004,Color,Drama,English,USA,PG,Eric Johnson,Russell Holt,373,1233,0,31,6.9,6,118,3347.439,7500
Thunderbirds,6/26/2004,Color,Action,English,UK,PG,Sophia Myles,Jonathan Frakes,956,2260,906,437,4.2,76,95,6768.055,57000
Torque,2/12/2004,Color,Action,English,USA,PG-13,Dane Cook,Joseph Kahn,1000,5039,33,0,4,86,84,21176.322,40000
Troy,11/2/2004,Color,Adventure,English,USA,R,Brad Pitt,Wolfgang Petersen,11000,17944,249,0,7.2,220,196,133228.348,175000
Two Brothers,1/19/2004,Color,Adventure,English,France,PG,David Gant,Jean-Jacques Annaud,21,55,218,2000,7.1,88,109,18947.63,59660
Vanity Fair,8/10/2004,Color,Drama,English,USA,PG-13,Romola Garai,Mira Nair,805,1618,300,767,6.2,118,141,16123.851,23000
Veer-Zaara,7/12/2004,Color,Drama,Hindi,India,,Shah Rukh Khan,Yash Chopra,8000,9984,147,2000,7.9,29,192,2921.738,7000
Vera Drake,6/25/2004,Color,Crime,English,UK,R,Eddie Marsan,Mike Leigh,979,3133,608,0,7.7,169,125,3753.806,11000
Walking Tall,8/17/2004,Color,Action,English,USA,PG-13,Dwayne Johnson,Kevin Bray,12000,14146,10,0,6.2,117,86,45860.039,56000
Welcome to Mooseport,8/19/2004,Color,Comedy,English,USA,PG-13,Rip Torn,Donald Petrie,826,2466,80,260,5.2,82,110,14469.428,26000
White Chicks,9/17/2004,Color,Comedy,English,USA,PG-13,Busy Philipps,Keenen Ivory Wayans,1000,6313,322,0,5.4,62,109,69148.997,37000
Wicker Park,6/5/2004,Color,Drama,English,USA,PG-13,Jessica Paré,Paul McGuigan,489,679,118,0,7,98,114,12831.121,30000
Wimbledon,3/22/2004,Color,Comedy,English,UK,PG-13,Kirsten Dunst,Richard Loncraine,4000,9330,12,0,6.3,129,98,16831.505,31000
Win a Date with Tad Hamilton!,7/19/2004,Color,Comedy,English,USA,PG-13,Topher Grace,Robert Luketic,2000,4681,126,876,5.6,84,95,16964.743,24000
Without a Paddle,9/4/2004,Color,Adventure,English,USA,PG-13,Antony Starr,Steven Brill,506,1266,65,0,5.9,94,95,58156.435,19000
Yes,3/19/2004,Color,Drama,English,UK,R,Shirley Henderson,Sally Potter,887,2721,87,305,6.9,76,100,396.035,1000
You Got Served,3/2/2004,Color,Drama,English,USA,PG-13,Jennifer Freeman,Chris Stokes,389,1792,548,0,3.5,58,95,40066.497,8000
A History of Violence,11/11/2005,Color,Crime,English,USA,R,Viggo Mortensen,David Cronenberg,10000,12754,0,0,7.5,441,96,31493.782,32000
A Lot Like Love,8/10/2005,Color,Comedy,English,USA,PG-13,Aimee Garcia,Nigel Cole,618,1095,13,0,6.6,112,107,21835.784,30000
A Sound of Thunder,2/18/2005,Color,Action,English,UK,PG-13,David Oyelowo,Peter Hyams,1000,1890,0,785,4.2,113,102,1891.821,52000
Æon Flux,9/13/2005,Color,Action,English,USA,PG-13,Charlize Theron,Karyn Kusama,9000,10185,45,0,5.5,178,93,25857.987,62000
Alone in the Dark,4/13/2005,Color,Horror,English,Canada,R,Catherine Lough Haggquist,Uwe Boll,310,838,892,1000,2.3,148,94,5132.655,20000
An American Haunting,11/28/2005,Color,Horror,English,UK,PG-13,Sissy Spacek,Courtney Solomon,874,1608,31,0,5,125,91,16298.046,14000
An Unfinished Life,3/25/2005,Color,Drama,English,USA,PG-13,Morgan Freeman,Lasse Hallström,11000,11519,529,0,7,107,108,8535.575,30000
Are We There Yet?,7/15/2005,Color,Adventure,English,USA,PG,Nia Long,Brian Levant,826,3558,32,773,4.6,75,95,82301.521,32000
Assault on Precinct 13,2/7/2005,Color,Action,English,USA,R,Brian Dennehy,Jean-François Richet,954,3148,25,999,6.3,152,109,19976.073,20000
Batman Begins,12/13/2005,Color,Action,English,USA,PG-13,Christian Bale,Christopher Nolan,23000,59558,22000,15000,8.3,478,128,205343.774,150000
Be Cool,12/22/2005,Color,Comedy,English,USA,PG-13,Dwayne Johnson,F. Gary Gray,12000,15889,473,0,5.7,161,118,55808.744,53000
Because of Winn-Dixie,9/26/2005,Color,Comedy,English,USA,PG,Cicely Tyson,Wayne Wang,907,3462,61,1000,6.4,96,106,32645.546,14000
BloodRayne,8/22/2005,Color,Action,English,USA,R,Meat Loaf,Uwe Boll,783,2930,892,937,2.9,143,92,1550,25000
Boogeyman,9/13/2005,Color,Drama,English,USA,PG-13,Barry Watson,Stephen Kay,526,1383,19,1000,4.1,140,89,46363.118,20000
Boynton Beach Club,4/15/2005,Color,Comedy,English,USA,R,Dyan Cannon,Susan Seidelman,267,1231,39,88,6.5,35,105,3123.749,1500
Brokeback Mountain,3/25/2005,Color,Drama,English,USA,R,Jake Gyllenhaal,Ang Lee,15000,39789,0,13000,7.7,357,134,83025.853,14000
Capote,5/28/2005,Color,Biography,English,Canada,R,Philip Seymour Hoffman,Bennett Miller,22000,22140,152,0,7.4,271,110,28747.57,7000
Cavite,7/22/2005,Color,Thriller,English,Philippines,Not Rated,Ian Gamazon,Neill Dela Llana,0,0,0,74,6.3,35,80,70.071,7
Charlie and the Chocolate Factory,12/30/2005,Color,Adventure,English,USA,PG,Johnny Depp,Tim Burton,40000,57844,13000,0,6.7,276,115,206456.431,150000
Cheaper by the Dozen 2,7/29/2005,Color,Adventure,English,USA,PG,Taylor Lautner,Adam Shankman,12000,20348,163,781,5.4,77,94,82569.532,60000
Chicken Little,10/27/2005,Color,Adventure,English,USA,G,Catherine O'Hara,Mark Dindal,925,2252,10,912,5.8,161,81,135381.507,150000
Chocolate: Deep Dark Secrets,3/14/2005,Color,Thriller,Hindi,India,,Emraan Hashmi,Vivek Agnihotri,724,2024,5,31,4.8,4,160,49,1500
Cinderella Man,10/26/2005,Color,Biography,English,USA,PG-13,Paddy Considine,Ron Howard,680,2523,2000,0,8,201,144,61644.321,88000
Coach Carter,3/5/2005,Color,Drama,English,USA,PG-13,Channing Tatum,Thomas Carter,17000,20299,49,0,7.2,127,136,67253.092,30000
Conversations with Other Women,6/7/2005,Color,Comedy,English,UK,R,Olivia Wilde,Hans Canosa,10000,12496,3,0,7.1,365,84,379.122,450
Corpse Bride,11/16/2005,Color,Animation,English,USA,PG,Johnny Depp,Tim Burton,40000,60683,13000,0,7.4,267,77,53337.608,40000
Cry_Wolf,7/23/2005,Color,Drama,English,USA,PG-13,Julian Morris,Jeff Wadlow,1000,3155,65,816,5.9,137,90,10042.266,1000
Cursed,4/14/2005,Color,Comedy,English,USA,PG-13,Shannon Elizabeth,Wes Craven,1000,2535,0,0,5,158,99,19294.901,35000
Dark Water,8/7/2005,Color,Drama,English,USA,PG-13,Dougray Scott,Walter Salles,794,1467,179,0,5.6,196,103,25472.967,30000
Dave Chappelle's Block Party,2/4/2005,Color,Comedy,English,USA,R,Common,Michel Gondry,989,2165,1000,635,7.2,114,100,11694.528,3000
Derailed,7/15/2005,Color,Drama,English,USA,R,Denis O'Hare,Mikael Håfström,896,2019,101,0,6.6,116,112,36020.063,22000
Deuce Bigalow: European Gigolo,10/4/2005,Color,Comedy,English,USA,R,Carlos Ponce,Mike Bigelow,591,1729,2,887,4.6,98,83,22264.487,22000
Diary of a Mad Black Woman,10/25/2005,Color,Comedy,English,USA,PG-13,Cicely Tyson,Darren Grant,907,2723,0,0,5.6,62,116,50382.128,5500
Dil Jo Bhi Kahey...,5/11/2005,Color,Romance,English,India,,Annabelle Wallis,Romesh Sharma,421,622,0,9,5.1,4,,129.319,70000
Domino,7/15/2005,Color,Action,English,France,R,Ian Ziering,Tony Scott,984,5702,12000,0,6,186,127,10137.232,50000
Doom,7/14/2005,Color,Action,English,UK,R,Dwayne Johnson,Andrzej Bartkowiak,12000,13517,43,0,5.2,237,113,28031.25,60000
Down in the Valley,11/9/2005,Color,Drama,English,USA,R,Hunter Parrish,David Jacobson,2000,3921,12,412,6.5,74,108,568.695,8000
Dreamer: Inspired by a True Story,7/7/2005,Color,Drama,English,USA,PG,Ken Howard,John Gatins,649,1400,61,0,6.9,75,98,32701.088,32000
Duma,2/14/2005,Color,Adventure,English,USA,PG,Eamonn Walker,Carroll Ballard,706,1579,19,0,7.3,38,100,860.002,12000
Edmond,10/3/2005,Color,Drama,English,USA,R,Joe Mantegna,Stuart Gordon,1000,5761,216,661,6.3,79,82,131.617,10000
Elektra,12/3/2005,Color,Action,English,Canada,PG-13,Jennifer Garner,Rob Bowman,3000,7048,38,0,4.8,196,100,24407.944,43000
Elizabethtown,2/12/2005,Color,Comedy,English,USA,PG-13,Orlando Bloom,Cameron Crowe,5000,12700,488,0,6.4,190,123,26838.389,57000
End of the Spear,2/4/2005,Color,Adventure,English,USA,PG-13,Chase Ellison,Jim Hanon,772,1058,2,1000,7,47,108,11703.287,10000
Fateless,7/19/2005,Color,Drama,Hungarian,Hungary,R,Marcell Nagy,Lajos Koltai,9,11,45,607,7.1,73,134,195.888,2500000
Fever Pitch,7/22/2005,Color,Comedy,English,USA,PG-13,Jimmy Fallon,Bobby Farrelly,787,1827,101,0,6.2,124,104,42071.069,30000
Flightplan,6/16/2005,Color,Drama,English,USA,PG-13,Erika Christensen,Robert Schwentke,931,2287,124,0,6.2,231,98,89706.988,55000
Four Brothers,6/7/2005,Color,Action,English,USA,R,Josh Charles,John Singleton,1000,2740,309,0,6.9,123,109,74484.168,45000
Fun with Dick and Jane,11/16/2005,Color,Comedy,English,USA,PG-13,John Michael Higgins,Dean Parisot,957,1997,23,2000,6.1,135,90,110332.737,100000
Get Rich or Die Tryin',9/14/2005,Color,Biography,English,USA,R,50 Cent,Jim Sheridan,1000,3969,260,0,5,98,117,30981.85,40000
Goal! The Dream Begins,6/5/2005,Color,Drama,English,USA,PG-13,Sean Pertwee,Danny Cannon,722,2859,41,0,6.8,90,118,4280.577,10000
"Good Night, and Good Luck.",11/23/2005,Black and White,Biography,English,USA,PG,Robert Downey Jr.,George Clooney,21000,22745,0,0,7.5,351,93,31501.218,7500
Guess Who,1/13/2005,Color,Comedy,English,USA,PG-13,Bernie Mac,Kevin Rodney Sullivan,1000,2689,8,919,5.9,104,105,67962.333,35000
Hard Candy,7/4/2005,Color,Crime,English,USA,R,Odessa Rae,David Slade,109,117,171,12000,7.1,231,104,1007.962,950
Harry Potter and the Goblet of Fire,2/13/2005,Color,Adventure,English,UK,PG-13,Robert Pattinson,Mike Newell,21000,53413,179,0,7.6,295,157,289994.397,150000
Harsh Times,8/2/2005,Color,Action,English,USA,R,J.K. Simmons,David Ayer,24000,50313,453,0,7,118,116,3335.839,2000
Herbie Fully Loaded,6/6/2005,Color,Adventure,English,USA,G,Scoot McNairy,Angela Robinson,660,2177,23,1000,4.7,117,101,66002.004,50000
Hide and Seek,4/3/2005,Color,Drama,English,USA,R,Robert De Niro,John Polson,22000,23328,21,0,5.9,180,101,51097.664,30000
Hitch,9/21/2005,Color,Comedy,English,USA,PG-13,Will Smith,Andy Tennant,10000,13426,72,0,6.6,171,118,177575.142,70000
Hoodwinked!,11/12/2005,Color,Action,English,USA,PG,Anne Hathaway,Cory Edwards,11000,14385,19,0,6.5,142,80,51053.787,17500
Hostage,11/22/2005,Color,Action,English,USA,R,Jimmy Bennett,Florent-Emilio Siri,87000,103354,17,0,6.6,152,113,34636.443,52000
Hostel,9/12/2005,Color,Horror,English,USA,R,Jay Hernandez,Eli Roth,1000,2990,0,0,5.9,303,93,47277.326,4800
House of Wax,1/29/2005,Color,Horror,English,Australia,R,Robert Ri'chard,Jaume Collet-Serra,730,2178,174,0,5.3,228,108,32048.809,30000
Hustle & Flow,12/17/2005,Color,Crime,English,USA,R,Isaac Hayes,Craig Brewer,275,727,153,0,7.4,159,116,22201.636,8000
Imagine Me & You,2/15/2005,Color,Comedy,English,UK,R,Celia Imrie,Ol Parker,186,619,21,0,6.9,85,90,671.24,7900
Inside Deep Throat,9/17/2005,Black and White,Biography,English,USA,NC-17,Hugh M. Hefner,Fenton Bailey,373,1136,13,592,6.8,123,89,653.621,2000
Into the Blue,1/19/2005,Color,Action,English,USA,PG-13,Paul Walker,John Stockwell,23000,25049,134,0,5.8,120,110,18472.363,50000
Jarhead,10/16/2005,Color,Action,English,Germany,R,Jake Gyllenhaal,Sam Mendes,15000,15850,0,0,7.1,262,125,62647.54,70000
Joyeux Noel,10/16/2005,Color,Drama,French,France,PG-13,Gary Lewis,Christian Carion,203,773,13,11000,7.8,115,116,1050.445,22000
Just Like Heaven,12/6/2005,Color,Comedy,English,USA,PG-13,Jon Heder,Mark Waters,970,2876,70,0,6.7,142,95,48291.624,58000
Kicking & Screaming,4/25/2005,Color,Comedy,English,USA,PG,Josh Hutcherson,Jesse Dylan,14000,27351,58,743,5.6,94,95,52580.895,45000
King Kong,7/28/2005,Color,Action,English,New Zealand,PG-13,Naomi Watts,Peter Jackson,6000,7123,0,0,7.2,446,201,218051.26,207000
Kingdom of Heaven,8/1/2005,Color,Action,English,USA,R,Liam Neeson,Ridley Scott,14000,19600,0,0,7.2,239,194,47396.698,130000
King's Ransom,5/23/2005,Color,Comedy,English,USA,PG-13,Donald Faison,Jeffrey W. Byrd,927,4990,2,83,4.1,23,95,4006.906,15000
Kiss Kiss Bang Bang,11/20/2005,Color,Comedy,English,USA,R,Robert Downey Jr.,Shane Black,21000,23932,1000,0,7.6,223,103,4235.837,15000
Lady Vengeance,7/30/2005,Color,Crime,Korean,South Korea,R,Min-sik Choi,Chan-wook Park,717,907,0,4000,7.7,202,112,211.667,4200000
Land of the Dead,11/23/2005,Black and White,Horror,English,Canada,R,Tony Nappo,George A. Romero,654,1876,0,0,6.2,252,97,20433.94,15000
London,10/14/2005,Color,Drama,English,UK,R,Jason Statham,Hunter Richards,26000,39518,11,0,6.6,34,92,12.667,14
Lonesome Jim,2/26/2005,Color,Comedy,English,USA,R,Kevin Corrigan,Steve Buscemi,778,1440,12000,238,6.6,81,91,154.077,500
Lord of War,11/14/2005,Color,Crime,English,USA,R,Nicolas Cage,Andrew Niccol,12000,12076,487,10000,7.6,168,122,24127.895,50000
Lords of Dogtown,10/28/2005,Color,Biography,English,USA,PG-13,Heath Ledger,Catherine Hardwicke,13000,16651,308,5000,7.1,119,107,11008.432,25000
Madagascar,3/23/2005,Color,Adventure,English,USA,PG,Jada Pinkett Smith,Eric Darnell,851,1777,35,0,6.9,181,86,193136.719,75000
Man of the House,6/5/2005,Color,Action,English,USA,PG-13,Christina Milian,Stephen Herek,1000,6171,65,779,5.4,59,100,19118.247,40000
Manderlay,4/24/2005,Color,Drama,English,Denmark,Not Rated,Bryce Dallas Howard,Lars von Trier,3000,4211,3000,1000,7.4,140,139,74.205,14200
March of the Penguins,3/15/2005,Color,Documentary,French,France,G,Morgan Freeman,Luc Jacquet,11000,11218,10,0,7.6,169,80,77413.017,8000
Match Point,5/29/2005,Color,Drama,English,UK,R,Scarlett Johansson,Woody Allen,19000,20391,11000,0,7.7,278,119,23089.926,15000
Me and You and Everyone We Know,11/30/2005,Color,Comedy,English,USA,R,Najarra Townsend,Miranda July,538,1349,244,0,7.4,151,91,3885.134,2000
Memoirs of a Geisha,5/19/2005,Color,Drama,English,USA,PG-13,Li Gong,Rob Marshall,879,2380,252,0,7.3,229,145,57010.853,85000
Mirrormask,6/23/2005,Color,Adventure,English,UK,PG,Stephanie Leonidas,Dave McKean,420,1215,21,0,6.9,116,101,864.959,4000
Miss Congeniality 2: Armed and Fabulous,4/3/2005,Color,Action,English,USA,PG-13,Eileen Brennan,John Pasquin,1000,4305,11,621,5,111,115,48472.213,45000
Monster-in-Law,6/28/2005,Color,Comedy,English,Germany,PG-13,Adam Scott,Robert Luketic,3000,6292,126,0,5.5,132,101,82931.301,60000
Mr. & Mrs. Smith,8/7/2005,Color,Action,English,USA,PG-13,Brad Pitt,Doug Liman,11000,22722,218,0,6.5,233,126,186336.103,120000
Mrs Henderson Presents,10/30/2005,Color,Comedy,English,UK,R,Bob Hoskins,Stephen Frears,5000,5637,350,0,7.1,137,103,11034.436,20000
Munich,1/13/2005,Color,Drama,English,France,R,Ayelet Zurer,Steven Spielberg,745,2529,14000,0,7.6,298,163,47379.09,70000
Murderball,7/19/2005,Color,Documentary,English,USA,R,Mark Zupan,Henry Alex Rubin,15,15,30,0,7.8,110,88,1523.883,1750.211
Must Love Dogs,8/4/2005,Color,Comedy,English,USA,PG-13,Stockard Channing,Gary David Goldberg,944,4879,30,0,5.9,120,98,43894.863,30000
Nanny McPhee,5/7/2005,Color,Comedy,English,USA,PG,Colin Firth,Kirk Jones,14000,17278,52,0,6.6,128,97,47124.4,25000
Neal 'N' Nikki,11/5/2005,Color,Comedy,English,India,,Abhishek Bachchan,Arjun Sablok,374,602,0,66,3.3,5,97,100.358,1500
Nomad: The Warrior,9/22/2005,Color,Drama,Kazakh,France,R,Jay Hernandez,Sergey Bodrov,1000,2115,44,265,6,30,112,77.231,25000
North Country,8/11/2005,Color,Drama,English,USA,R,Jeremy Renner,Niki Caro,10000,20563,51,0,7.3,155,126,18324.242,35000
Oliver Twist,11/29/2005,Color,Crime,English,UK,PG-13,Ian McNeice,Roman Polanski,268,450,2000,0,6.9,127,130,1987.287,50000
Pooh's Heffalump Movie,8/18/2005,Color,Animation,English,USA,G,Kath Soucie,Frank Nissen,304,861,0,264,6.4,45,68,18081.626,20000
Pride & Prejudice,4/9/2005,Color,Drama,English,France,PG,Talulah Riley,Joe Wright,422,1083,456,17000,7.8,177,135,38372.662,28000
Red Eye,8/28/2005,Color,Mystery,English,USA,PG-13,Robert Pine,Wes Craven,332,1090,0,0,6.5,224,85,57859.105,26000
Rent,9/20/2005,Color,Drama,English,USA,PG-13,Rosario Dawson,Chris Columbus,3000,5917,0,3000,7,146,135,29077.547,40000
Robots,6/10/2005,Color,Adventure,English,USA,PG,Jim Broadbent,Chris Wedge,1000,1804,77,0,6.3,163,91,128200.012,75000
Sahara,11/11/2005,Color,Action,English,UK,PG-13,Matthew McConaughey,Breck Eisner,11000,13073,42,0,6,163,124,68642.452,130000
Saw II,11/23/2005,Color,Horror,English,USA,R,Emmanuelle Vaugier,Darren Lynn Bousman,1000,4134,163,0,6.6,250,95,87025.093,4000
Serenity,4/6/2005,Color,Action,English,USA,PG-13,Adam Baldwin,Joss Whedon,2000,2853,0,14000,8,276,119,25335.935,40000
Sin City,8/25/2005,Black and White,Crime,English,USA,R,Rosario Dawson,Frank Miller,3000,3924,436,13000,8.1,374,147,74098.862,40000
Sky High,1/18/2005,Color,Adventure,English,USA,PG,Michael Angarano,Mike Mitchell,947,2968,31,0,6.2,127,100,63939.454,35000
Slow Burn,1/24/2005,Color,Drama,English,USA,R,Mekhi Phifer,Wayne Beach,1000,4329,7,191,5.9,40,93,1181.197,15500
Son of the Mask,1/16/2005,Color,Comedy,English,USA,PG,Jamie Kennedy,Lawrence Guterman,490,1195,6,881,2.2,78,94,17010.646,84000
Star Wars: Episode III - Revenge of the Sith,2/21/2005,Color,Action,English,USA,PG-13,Natalie Portman,George Lucas,20000,44042,0,10000,7.6,359,140,380262.555,113000
Stealth,3/8/2005,Color,Action,English,USA,PG-13,Sam Shepard,Rob Cohen,820,2705,357,0,5,145,121,31704.416,135000
Syriana,9/17/2005,Color,Drama,English,USA,R,Matt Damon,Stephen Gaghan,13000,14747,79,0,7,358,128,50815.288,50000
Thank You for Smoking,2/28/2005,Color,Comedy,English,USA,R,J.K. Simmons,Jason Reitman,24000,25092,655,0,7.6,239,92,24792.061,6500
The 40-Year-Old Virgin,11/22/2005,Color,Comedy,English,USA,R,Steve Carell,Judd Apatow,7000,8341,0,0,7.1,217,133,109243.478,26000
The Adventures of Sharkboy and Lavagirl 3-D,7/13/2005,Color,Action,English,USA,PG,Taylor Lautner,Robert Rodriguez,12000,14899,0,0,3.5,66,93,39177.541,50000
The Amityville Horror,8/27/2005,Color,Drama,English,USA,R,Jimmy Bennett,Andrew Douglas,87000,120797,15,0,6,220,90,64255.243,19000
The Ballad of Jack and Rose,10/3/2005,Color,Drama,English,USA,R,Beau Bridges,Rebecca Miller,552,859,58,608,6.7,75,112,712.294,1500
The Brothers Grimm,3/17/2005,Color,Action,English,USA,PG-13,Matt Damon,Terry Gilliam,13000,27114,0,0,5.9,233,118,37899.638,88000
The Cave,9/7/2005,Color,Adventure,English,USA,PG-13,Eddie Cibrian,Bruce Hunt,849,2178,2,0,5.1,140,93,14888.028,30000
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",1/26/2005,Color,Adventure,English,USA,PG,Jim Broadbent,Andrew Adamson,1000,1317,80,0,6.9,284,150,291709.845,180000
The Chumscrubber,7/10/2005,Color,Comedy,English,USA,R,Rory Culkin,Arie Posin,710,2119,3,1000,7,74,108,49.526,6800
The Constant Gardener,8/13/2005,Color,Drama,English,UK,R,Archie Panjabi,Fernando Meirelles,883,1565,353,0,7.5,226,129,33565.375,15000
The Curse of the Were-Rabbit,5/21/2005,Color,Animation,English,UK,G,Mark Gatiss,Steve Box,567,1145,9,0,7.5,209,85,56068.547,30000
The Descent,9/5/2005,Color,Adventure,English,UK,R,MyAnna Buring,Neil Marshall,513,1379,197,10000,7.2,342,100,26005.908,3500
